1520156882210,0.08522792,-0.087891296,-0.026633725,2,sitting
1520156882214,0.07990117,-0.055930823,-0.047940705,2,sitting
1520156882220,0.058594197,-0.013316862,-0.069247685,2,sitting
1520156882224,0.037287217,0.015980236,-0.07990117,2,sitting
1520156882230,0.037287217,0.01065349,-0.08522792,2,sitting
1520156882234,0.05060408,-0.0026633726,-0.08522792,2,sitting
1520156882240,0.061257567,-0.013316862,-0.07990117,2,sitting
1520156882280,0.10919827,0.0,0.01065349,2,sitting
1520156882285,0.12517852,0.0,0.013316862,2,sitting
1520156882290,0.14115874,-0.005326745,0.005326745,2,sitting
1520156882294,0.15713897,-0.013316862,-0.005326745,2,sitting
1520156882300,0.17045584,-0.023970352,-0.02130698,2,sitting
1520156882304,0.18909945,-0.034623843,-0.034623843,2,sitting
1520156882310,0.20507969,-0.045277335,-0.047940705,2,sitting
1520156882314,0.22105992,-0.05326745,-0.055930823,2,sitting
1520156882320,0.23704016,-0.055930823,-0.063920945,2,sitting
1520156882324,0.24769364,-0.05060408,-0.06658431,2,sitting
1520156882330,0.25834712,-0.045277335,-0.07191106,2,sitting
1520156882334,0.27432737,-0.039950587,-0.07990117,2,sitting
1520156882339,0.3009611,-0.029297099,-0.08522792,2,sitting
1520156882345,0.3302582,-0.015980236,-0.08522792,2,sitting
1520156882350,0.3489018,0.0,-0.08256455,2,sitting
1520156882354,0.34357506,0.013316862,-0.07723781,2,sitting
1520156882359,0.32493144,0.018643608,-0.07723781,2,sitting
1520156882364,0.292971,0.029297099,-0.08522792,2,sitting
1520156882370,0.24769364,0.061257567,-0.098544784,2,sitting
1520156882407,0.0,0.08256455,-0.018643608,2,sitting
1520156882413,0.023970352,0.039950587,0.09588141,2,sitting
1520156882417,0.023970352,0.039950587,0.09588141,2,sitting
1520156882421,0.055930823,0.031960472,0.15447561,2,sitting
1520156882424,0.10387153,0.023970352,0.20241632,2,sitting
1520156882429,0.18110934,0.013316862,0.23437679,2,sitting
1520156882435,0.28764424,0.0026633726,0.2530204,2,sitting
1520156882440,0.41015938,-0.007990118,0.2610105,2,sitting
1520156882444,0.5326745,-0.026633725,0.25834712,2,sitting
1520156882449,0.65518963,-0.05060408,0.2423669,2,sitting
1520156882454,0.7643879,-0.07191106,0.22105992,2,sitting
1520156882460,0.85494256,-0.08522792,0.1944262,2,sitting
