1518897962537,-0.047940705,-0.005326745,0.058594197,3,standing
1518897962543,-0.029297099,-0.005326745,0.05060408,3,standing
1518897962548,-0.007990118,-0.0026633726,0.026633725,3,standing
1518897962556,-0.013316862,0.007990118,-0.0026633726,3,standing
1518897962560,-0.045277335,0.01065349,0.005326745,3,standing
1518897962564,-0.045277335,0.01065349,0.005326745,3,standing
1518897962568,-0.07990117,0.013316862,0.015980236,3,standing
1518897962572,-0.111861646,0.018643608,0.023970352,3,standing
1518897962578,-0.135832,0.023970352,0.026633725,3,standing
1518897962583,-0.15181224,0.029297099,0.023970352,3,standing
1518897962588,-0.16246572,0.037287217,0.02130698,3,standing
1518897962592,-0.16779247,0.047940705,0.015980236,3,standing
1518897962598,-0.17045584,0.055930823,0.01065349,3,standing
1518897962602,-0.17045584,0.061257567,0.005326745,3,standing
1518897962608,-0.16779247,0.069247685,0.0,3,standing
1518897962650,-0.1065349,0.05326745,0.117188394,3,standing
1518897962655,-0.122515135,0.05060408,0.13050525,3,standing
1518897962659,-0.14115874,0.05060408,0.13849537,3,standing
1518897962663,-0.16246572,0.05326745,0.14382212,3,standing
1518897962667,-0.18377271,0.055930823,0.14382212,3,standing
1518897962673,-0.20241632,0.058594197,0.14115874,3,standing
1518897962678,-0.22372329,0.061257567,0.13849537,3,standing
1518897962682,-0.23704016,0.063920945,0.135832,3,standing
1518897962688,-0.24503027,0.061257567,0.1464855,3,standing
1518897962693,-0.24503027,0.045277335,0.17578259,3,standing
1518897962698,-0.23437679,0.015980236,0.21839654,3,standing
1518897962702,-0.22105992,-0.023970352,0.26900062,3,standing
1518897962708,-0.19708957,-0.07723781,0.31427795,3,standing
1518897962712,-0.17045584,-0.12784189,0.3489018,3,standing
1518897962718,-0.13849537,-0.17045584,0.3595553,3,standing
1518897962722,-0.10919827,-0.1944262,0.35156518,3,standing
1518897962728,-0.08522792,-0.19975294,0.3302582,3,standing
1518897962732,-0.07191106,-0.1944262,0.3116146,3,standing
1518897962738,-0.061257567,-0.18110934,0.3009611,3,standing
1518897962742,-0.055930823,-0.16246572,0.29563436,3,standing
1518897962779,-0.24769364,0.05060408,0.3116146,3,standing
1518897962784,-0.30628785,0.063920945,0.3382483,3,standing
1518897962788,-0.36754543,0.063920945,0.31694132,3,standing
1518897962792,-0.4261396,0.069247685,0.20774306,3,standing
1518897962799,-0.4447832,0.09588141,0.005326745,3,standing
1518897962807,-0.25568378,0.18643607,-0.45277333,3,standing
1518897962811,-0.08522792,0.21040644,-0.564635,3,standing
1518897962815,-0.08522792,0.21040644,-0.564635,3,standing
1518897962819,0.063920945,0.19975294,-0.5699617,3,standing
1518897962823,0.15980235,0.15181224,-0.50337744,3,standing
1518897962828,0.18377271,0.07990117,-0.41548613,3,standing
1518897962832,0.135832,0.005326745,-0.3382483,3,standing
1518897962838,0.029297099,-0.05060408,-0.27699074,3,standing
1518897962842,-0.111861646,-0.08522792,-0.21573317,3,standing
1518897962848,-0.26633725,-0.1065349,-0.135832,3,standing
1518897962852,-0.41548613,-0.14115874,-0.04261396,3,standing
1518897962857,-0.54599136,-0.19975294,0.039950587,3,standing
1518897962862,-0.6605164,-0.27965412,0.10387153,3,standing
1518897962868,-0.75906116,-0.36488205,0.18110934,3,standing
1518897962872,-0.82298213,-0.4447832,0.36221868,3,standing
1518897962910,-0.8283089,-0.9401705,0.7084571,3,standing
